FILESTATUS,CEER,STATEDIST,GRAD YR
VOID,459,GA11,2011
UNRESOLVED,0,NY25,2011
UNRESOLVED,0,FL17,2011
VOID,0,KS02,2011
VOID,0,CA01,2011
UNRESOLVED,0,OH09,2011
VOID,0,TN05,2011
UNRESOLVED,410,IN01,2011
UNRESOLVED,0,VA11,2011
VOID,0,TX02,2011
VOID,0,VA07,2011
ACCEPTED,610,WA06,2011
UNRESOLVED,0,IL07,2011
UNRESOLVED,0,MS02,2011
VOID,0,NY17,2011
VOID,454,PA17,2011
UNRESOLVED,0,OH11,2011
VOID,631,MA02,2011
ACCEPTED,477,CA26,2011
UNRESOLVED,516,NY18,2011
VOID,0,NE01,2011
VOID,534,MD05,2011
UNRESOLVED,476,TX22,2011
ACCEPTED,505,GA07,2011
UNRESOLVED,522,SC06,2011
VOID,0,GA03,2011
VOID,534,NY17,2011
VOID,350,IN01,2011
ACCEPTED,553,FL15,2011
UNRESOLVED,0,KS03,2011
VOID,447,VA03,2011
OFFER WITHDRAWN,516,CA42,2011
VOID,0,OH01,2011
VOID,661,IN01,2011
UNRESOLVED,505,NJ10,2011
UNRESOLVED,0,NY02,2011
VOID,500,TX22,2011
VOID,0,LA03,2011
UNRESOLVED,427,OK04,2011
VOID,0,VA07,2011
VOID,297,NJ13,2011
VOID,441,CA51,2011
UNRESOLVED,0,NJ04,2011
VOID,417,SC01,2011
VOID,430,DCOL,2011
VOID,542,MD07,2011
VOID,423,MD02,2011
VOID,0,KS03,2011
VOID,350,MI14,2011
UNRESOLVED,480,OK05,2011
VOID,545,WI04,2011
UNRESOLVED,467,TX27,2011
UNRESOLVED,0,VA02,2011
DISQUALIFIED,502,CA21,2011
VOID,0,MD01,2011
UNRESOLVED,0,PA09,2011
UNRESOLVED,0,NV02,2011
UNRESOLVED,455,TN08,2011
VOID,0,NY13,2011
ACCEPTED,657,FL17,2011
UNRESOLVED,341,PA01,2011
VOID,572,CT03,2011
UNRESOLVED,640,MD05,2011
VOID,366,IL01,2011
ACCEPTED,534,GA04,2011
UNRESOLVED,467,TX20,2011
VOID,484,GA04,2011
UNRESOLVED,472,MD01,2011
UNRESOLVED,0,MO06,2011
VOID,434,NC09,2011
UNRESOLVED,410,OH12,2011
VOID,340,NC08,2011
DISQUALIFIED,468,AL02,2011
VOID,0,MS02,2011
VOID,395,IL02,2011
VOID,0,VA03,2011
VOID,508,MI14,2011
UNRESOLVED,0,VA01,2011
VOID,0,FL14,2011
VOID,507,MS03,2011
VOID,626,TX16,2011
ACCEPTED,567,TX20,2011
UNRESOLVED,0,OH13,2011
UNRESOLVED,498,FL02,2011
ACCEPTED,594,TX18,2011
VOID,0,CA51,2011
VOID,0,FL01,2011
DISQUALIFIED,457,OH03,2011
UNRESOLVED,0,MO08,2011
VOID,0,NC04,2011
VOID,364,FL23,2011
VOID,0,MO01,2011
DISQUALIFIED,519,IL11,2011
VOID,641,FL18,2011
VOID,0,GA05,2011
VOID,486,MN06,2011
DECLINED,551,NC12,2011
VOID,419,SC04,2011
ACCEPTED,488,TX22,2011
VOID,548,NC01,2011
ACCEPTED,584,SDAL,2011
VOID,0,NY17,2011
UNRESOLVED,0,IL07,2011
ACCEPTED,421,MD01,2011
VOID,0,NY10,2011
ACCEPTED,472,CA30,2011
UNRESOLVED,542,FL25,2011
UNRESOLVED,459,MS05,2011
UNRESOLVED,0,PA02,2011
VOID,534,NY26,2011
VOID,365,GA05,2011
VOID,417,PA02,2011
UNRESOLVED,520,VA04,2011
DISQUALIFIED,379,RI02,2011
VOID,0,NY17,2011
VOID,375,OK04,2011
VOID,589,TX21,2011
VOID,319,PA18,2011
VOID,0,LA03,2011
VOID,406,FL05,2011
UNRESOLVED,569,NC01,2011
VOID,595,NJ02,2011
VOID,518,MN04,2011
VOID,432,NC05,2011
UNRESOLVED,0,TX25,2011
VOID,0,SC02,2011
VOID,0,TX04,2011
UNRESOLVED,405,MS03,2011
VOID,284,CA33,2011
DECLINED,725,AL01,2011
UNRESOLVED,0,PA12,2011
VOID,435,AL04,2011
ACCEPTED,572,CO06,2011
DISQUALIFIED,531,OH15,2011
ACCEPTED,563,FL24,2011
DECLINED,491,FL02,2011
VOID,582,TX20,2011
ACCEPTED,435,MD05,2011
ACCEPTED,568,VIAL,2011
UNRESOLVED,0,AR02,2011
UNRESOLVED,0,OH11,2011
UNRESOLVED,0,FL23,2011
DISQUALIFIED,498,FL06,2011
VOID,522,CA52,2011
UNRESOLVED,0,PA03,2011
UNRESOLVED,0,KS01,2011
UNRESOLVED,433,AR04,2011
UNRESOLVED,453,GA06,2011
VOID,0,NM02,2011
DISQUALIFIED,493,MA02,2011
ACCEPTED,568,GA05,2011
DISQUALIFIED,423,NY20,2011
VOID,448,NY28,2011
ACCEPTED,550,MD04,2011
ACCEPTED,515,MD04,2011
VOID,0,VA05,2011
ACCEPTED,504,IL09,2011
VOID,0,MD01,2011
VOID,612,NY19,2011
UNRESOLVED,0,PA02,2011
VOID,0,AZ06,2011
UNRESOLVED,0,MO09,2011
VOID,0,CT02,2011
ACCEPTED,624,MO01,2011
UNRESOLVED,325,CO05,2011
UNRESOLVED,0,IL04,2011
UNRESOLVED,558,CO02,2011
VOID,0,VA03,2011
UNRESOLVED,562,TX17,2011
VOID,443,GA05,2011
VOID,407,VA09,2011
UNRESOLVED,465,TX02,2011
VOID,403,WA09,2011
VOID,0,MD05,2011
UNRESOLVED,554,TX25,2011
UNRESOLVED,0,TX08,2011
VOID,0,NY21,2011
UNRESOLVED,520,LA06,2011
UNRESOLVED,0,MS02,2011
UNRESOLVED,454,TX23,2011
VOID,326,CA37,2011
UNRESOLVED,529,FL03,2011
DISQUALIFIED,463,CA32,2011
VOID,0,CA26,2011
VOID,0,GA04,2011
VOID,358,OH13,2011
VOID,439,WA09,2011
VOID,0,VA01,2011
UNRESOLVED,0,PA02,2011
VOID,430,MD08,2011
UNRESOLVED,0,MO05,2011
VOID,479,FL03,2011
ACCEPTED,516,CA19,2011
VOID,497,TX22,2011
VOID,241,MD04,2011
UNRESOLVED,270,TX13,2011
UNRESOLVED,0,PA19,2011
VOID,329,TX30,2011
ACCEPTED,513,GA04,2011
VOID,416,IL01,2011
UNRESOLVED,0,NJ07,2011
ACCEPTED,526,AL01,2011
UNRESOLVED,0,TX01,2011
VOID,424,IN01,2011
VOID,448,FL16,2011
ACCEPTED,604,GA05,2011
VOID,466,NC08,2011
UNRESOLVED,501,AL07,2011
DISQUALIFIED,416,SC02,2011
VOID,0,GA13,2011
VOID,530,MD06,2011
VOID,0,SC06,2011
VOID,376,VA08,2011
UNRESOLVED,493,TX31,2011
UNRESOLVED,0,VA08,2011
VOID,531,NJ10,2011
VOID,0,CA15,2011
DISQUALIFIED,515,MS02,2011
VOID,0,CA41,2011
UNRESOLVED,431,GA06,2011
VOID,546,AL01,2011
UNRESOLVED,0,MS02,2011
UNRESOLVED,479,NC03,2011
ACCEPTED,548,TX02,2011
DISQUALIFIED,458,TX21,2011
UNRESOLVED,562,TX30,2011
VOID,567,PA03,2011
VOID,0,TX01,2011
VOID,0,TN02,2011
VOID,0,SC04,2011
VOID,506,CA26,2011
VOID,442,FL24,2011
DISQUALIFIED,424,NC02,2011
VOID,408,VA01,2011
DISQUALIFIED,442,VA01,2011
VOID,416,MD07,2011
DISQUALIFIED,396,HI01,2011
VOID,418,VA10,2011
DECLINED,627,VA11,2011
DISQUALIFIED,401,FL04,2011
UNRESOLVED,0,KY02,2011
VOID,485,MI13,2011
VOID,0,FL23,2011
UNRESOLVED,484,MD08,2011
DISQUALIFIED,516,VA04,2011
VOID,525,NY02,2011
VOID,0,HI01,2011
UNRESOLVED,0,SC09,2011
DECLINED,573,CO06,2011
UNRESOLVED,0,MO01,2011
UNRESOLVED,479,TX19,2011
UNRESOLVED,478,FL02,2011
VOID,541,CA41,2011
VOID,323,LA07,2011
VOID,508,WYAL,2011
DISQUALIFIED,469,CA43,2011
ACCEPTED,599,WA01,2011
DISQUALIFIED,409,TX10,2011
ACCEPTED,505,MD02,2011
VOID,0,VA10,2011
VOID,421,FL10,2011
UNRESOLVED,500,MO09,2011
UNRESOLVED,0,TN09,2011
DECLINED,600,SC06,2011
UNRESOLVED,528,VA03,2011
DISQUALIFIED,457,WYAL,2011
DISQUALIFIED,479,OK04,2011
DISQUALIFIED,456,TX18,2011
UNRESOLVED,0,NY10,2011
UNRESOLVED,480,NC13,2011
VOID,0,CA27,2011
DISQUALIFIED,553,HI02,2011
VOID,0,OR01,2011
VOID,480,TN07,2011
ACCEPTED,501,OH10,2011
UNRESOLVED,397,KY06,2011
VOID,0,FL20,2011
VOID,430,FL23,2011
VOID,0,NC06,2011
VOID,412,WI04,2011
UNRESOLVED,0,MO06,2011
VOID,397,LA05,2011
DISQUALIFIED,508,NY06,2011
UNRESOLVED,0,TX22,2011
UNRESOLVED,579,TX03,2011
UNRESOLVED,449,RI01,2011
VOID,376,TX01,2011
UNRESOLVED,0,MI13,2011
VOID,356,NC13,2011
VOID,0,NY13,2011
UNRESOLVED,0,PA01,2011
DISQUALIFIED,454,OH14,2011
VOID,0,MI15,2011
UNRESOLVED,0,AL02,2011
DISQUALIFIED,562,OH02,2011
ACCEPTED,550,NJ11,2011
VOID,385,FL25,2011
DISQUALIFIED,472,LA04,2011
VOID,445,MI13,2011
DISQUALIFIED,499,NY23,2011
UNRESOLVED,0,TX02,2011
UNRESOLVED,0,WI01,2011
ACCEPTED,495,CA37,2011
UNRESOLVED,548,NC03,2011
VOID,0,MD01,2011
VOID,537,VA01,2011
VOID,336,PA02,2011
VOID,0,IL18,2011
UNRESOLVED,0,MO02,2011
UNRESOLVED,0,MI03,2011
UNRESOLVED,347,TX31,2011
VOID,562,TN09,2011
DECLINED,651,MD08,2011
UNRESOLVED,0,IL24,2011
ACCEPTED,608,VA10,2011
UNRESOLVED,578,OH12,2011
UNRESOLVED,0,TN09,2011
VOID,344,NY10,2011
UNRESOLVED,0,NY04,2011
UNRESOLVED,0,NY05,2011
VOID,612,FL01,2011
UNRESOLVED,0,NJ10,2011
UNRESOLVED,0,PA13,2011
VOID,483,TX22,2011
VOID,371,DEAL,2011
UNRESOLVED,569,MD02,2011
VOID,0,NC02,2011
VOID,386,MI06,2011
VOID,326,TX22,2011
ACCEPTED,548,MD07,2011
VOID,0,AL05,2011
ACCEPTED,466,CA20,2011
UNRESOLVED,0,TN09,2011
ACCEPTED,623,VA10,2011
VOID,520,NJ01,2011
VOID,337,IL01,2011
VOID,632,GA07,2011
ACCEPTED,522,TX31,2011
DISQUALIFIED,364,GA03,2011
VOID,547,IL03,2011
VOID,381,AL01,2011
VOID,0,OH11,2011
VOID,0,GA05,2011
VOID,480,AL06,2011
ACCEPTED,532,AL06,2011
UNRESOLVED,0,OH10,2011
UNRESOLVED,455,FL01,2011
VOID,385,FL08,2011
VOID,451,CA52,2011
UNRESOLVED,0,TX18,2011
UNRESOLVED,0,IL02,2011
ACCEPTED,591,VA10,2011
VOID,0,NC09,2011
UNRESOLVED,0,TX22,2011
DISQUALIFIED,514,TN09,2011
VOID,429,CA41,2011
VOID,420,GA11,2011
UNRESOLVED,516,TX12,2011
VOID,0,MO01,2011
UNRESOLVED,484,FL07,2011
UNRESOLVED,499,NY17,2011
UNRESOLVED,499,VA11,2011
ACCEPTED,621,IL11,2011
UNRESOLVED,0,MO05,2011
VOID,0,GA08,2011
VOID,0,LA04,2011
DISQUALIFIED,465,NV01,2011
VOID,531,AL01,2011
VOID,0,IN01,2011
VOID,406,TX26,2011
UNRESOLVED,511,NC02,2011
VOID,0,SC06,2011
ACCEPTED,617,CA46,2011
DISQUALIFIED,516,LA06,2011
VOID,461,WI04,2011
VOID,583,TX22,2011
VOID,0,AL07,2011
VOID,0,NC01,2011
VOID,475,NC08,2011
ACCEPTED,579,GA13,2011
ACCEPTED,596,TN02,2011
ACCEPTED,516,NY22,2011
VOID,452,CA25,2011
VOID,0,SC03,2011
UNRESOLVED,0,TX30,2011
DISQUALIFIED,476,CA17,2011
VOID,401,TX20,2011
VOID,588,WV03,2011
VOID,0,VA07,2011
VOID,622,NV03,2011
DISQUALIFIED,539,FL15,2011
DISQUALIFIED,518,MI14,2011
VOID,0,NY11,2011
VOID,363,NC01,2011
UNRESOLVED,460,TX23,2011
VOID,0,NC01,2011
UNRESOLVED,568,GA04,2011
UNRESOLVED,0,TX30,2011
VOID,0,GA10,2011
VOID,490,NY03,2011
ACCEPTED,535,GA13,2011
VOID,402,TX08,2011
VOID,354,GA13,2011
VOID,427,AR04,2011
VOID,490,TN09,2011
DISQUALIFIED,403,TX31,2011
VOID,463,AR02,2011
ACCEPTED,515,IL10,2011
VOID,433,CA34,2011
ACCEPTED,527,OK04,2011
VOID,0,VA10,2011
VOID,0,TN07,2011
VOID,0,FL01,2011
VOID,0,GA05,2011
VOID,472,CA04,2011
DISQUALIFIED,515,MI08,2011
UNRESOLVED,0,MS01,2011
UNRESOLVED,412,PA07,2011
UNRESOLVED,611,FL01,2011
VOID,341,AL01,2011
UNRESOLVED,0,VA05,2011
UNRESOLVED,0,NM01,2011
VOID,519,TN09,2011
VOID,369,MD01,2011
UNRESOLVED,491,MS02,2011
ACCEPTED,560,CA09,2011
UNRESOLVED,579,TX14,2011
DISQUALIFIED,562,TN07,2011
UNRESOLVED,0,VA07,2011
VOID,269,FL04,2011
UNRESOLVED,0,WV01,2011
UNRESOLVED,539,AL07,2011
UNRESOLVED,555,OH01,2011
VOID,0,VA01,2011
VOID,0,IL01,2011
VOID,366,MD01,2011
ACCEPTED,565,TX04,2011
VOID,437,SC06,2011
UNRESOLVED,358,TX16,2011
UNRESOLVED,452,NY21,2011
VOID,0,FL01,2011
VOID,0,MN03,2011
ACCEPTED,520,TX30,2012
UNRESOLVED,544,CA09,2012
UNRESOLVED,0,MD04,2012
UNRESOLVED,538,OR03,2012
VOID,406,KY02,2012
VOID,422,GA02,2012
DECLINED,487,NC12,2012
VOID,392,TX02,2012
ACCEPTED,515,CA41,2012
UNRESOLVED,562,TX26,2012
VOID,0,SC02,2012
UNRESOLVED,476,MI08,2012
VOID,0,GA11,2012
UNRESOLVED,540,TX09,2012
DISQUALIFIED,454,NC11,2012
VOID,485,IL13,2012
UNRESOLVED,448,VA01,2012
UNRESOLVED,693,VA07,2012
UNRESOLVED,555,OK05,2012
VOID,351,IL01,2012
UNRESOLVED,510,MD01,2012
DISQUALIFIED,459,GA03,2012
VOID,345,MI14,2012
ACCEPTED,609,IL11,2012
DISQUALIFIED,531,GA02,2012
VOID,0,VA03,2012
UNRESOLVED,441,TX21,2012
DECLINED,517,TN02,2012
UNRESOLVED,443,VA01,2012
UNRESOLVED,0,IN07,2012
VOID,440,SC05,2012
DISQUALIFIED,576,OH15,2012
VOID,0,KS02,2012
ACCEPTED,616,TN09,2012
VOID,466,CO01,2012
VOID,343,VA10,2012
VOID,0,OH14,2012
VOID,496,IL09,2012
UNRESOLVED,588,GA05,2012
UNRESOLVED,323,GA05,2012
UNRESOLVED,440,GA05,2012
VOID,490,TN07,2012
VOID,0,VA01,2012
VOID,0,NY17,2012
VOID,0,TX10,2012
VOID,500,FL22,2012
UNRESOLVED,428,LA05,2012
VOID,348,NC07,2012
UNRESOLVED,408,VA11,2012
VOID,441,SC01,2012
ACCEPTED,588,TX20,2012
UNRESOLVED,518,CA13,2012
UNRESOLVED,0,MI05,2012
UNRESOLVED,0,MS02,2012
UNRESOLVED,537,GA12,2012
UNRESOLVED,0,CT01,2012
VOID,0,NJ11,2012
ACCEPTED,494,TX16,2012
VOID,491,IN07,2012
DISQUALIFIED,433,NC09,2012
UNRESOLVED,380,MD06,2012
VOID,422,HI02,2012
VOID,402,GA03,2012
UNRESOLVED,231,NJ10,2012
UNRESOLVED,536,GA04,2012
UNRESOLVED,339,AL07,2012
VOID,537,TX17,2012
VOID,0,FL20,2012
VOID,565,AZ08,2012
VOID,482,AR03,2012
UNRESOLVED,477,DCOL,2012
DISQUALIFIED,465,NY15,2012
DISQUALIFIED,541,TX08,2012
UNRESOLVED,499,MI14,2012
UNRESOLVED,552,VA10,2012
VOID,405,MD01,2012
ACCEPTED,560,MI13,2012
ACCEPTED,625,AL05,2012
VOID,484,LA02,2012
VOID,0,FL08,2012
VOID,579,TX22,2012
UNRESOLVED,513,WA08,2012
UNRESOLVED,394,CO05,2012
VOID,0,NC07,2012
UNRESOLVED,479,GA08,2012
VOID,0,MI07,2012
ACCEPTED,524,FL18,2012
UNRESOLVED,0,GA12,2012
VOID,375,MI13,2012
VOID,369,OH08,2012
UNRESOLVED,0,FL01,2012
ACCEPTED,592,IN01,2012
UNRESOLVED,357,MI02,2012
UNRESOLVED,430,GA10,2012
UNRESOLVED,440,DCOL,2012
VOID,0,AZ03,2012
VOID,0,NC08,2012
ACCEPTED,422,NY22,2012
DISQUALIFIED,509,LA02,2012
VOID,0,GA01,2012
DISQUALIFIED,511,IL02,2012
UNRESOLVED,466,NC07,2012
UNRESOLVED,638,NY11,2012
VOID,428,GA03,2012
UNRESOLVED,406,NJ02,2012
UNRESOLVED,0,FL02,2012
UNRESOLVED,475,TN07,2012
DISQUALIFIED,441,NY02,2012
UNRESOLVED,541,SC02,2012
ACCEPTED,543,IL02,2012
VOID,408,TN09,2012
UNRESOLVED,0,PA01,2012
ACCEPTED,586,AR02,2012
UNRESOLVED,0,CA17,2012
UNRESOLVED,542,FL24,2012
VOID,0,FL03,2012
ACCEPTED,546,MD04,2012
UNRESOLVED,525,FL01,2012
UNRESOLVED,0,AKAL,2012
VOID,527,SC01,2012
UNRESOLVED,0,MI03,2012
UNRESOLVED,368,MI12,2012
VOID,593,SC02,2012
VOID,0,TX18,2012
VOID,471,GA02,2012
VOID,0,SC03,2012
VOID,512,CA25,2012
UNRESOLVED,711,TN02,2012
VOID,451,TX31,2012
VOID,0,AZ01,2012
UNRESOLVED,518,NC08,2012
VOID,481,TX10,2012
VOID,433,TX31,2012
VOID,340,SC04,2012
DISQUALIFIED,440,AR02,2012
VOID,0,KY02,2012
UNRESOLVED,466,SC02,2012
VOID,0,MS02,2012
VOID,462,DEAL,2012
VOID,0,VA02,2012
ACCEPTED,476,TX16,2012
VOID,0,MS02,2012
UNRESOLVED,469,FL17,2012
VOID,550,WA09,2012
UNRESOLVED,0,VA03,2012
UNRESOLVED,512,NC13,2012
UNRESOLVED,376,MI03,2012
VOID,488,IL15,2012
VOID,627,FL24,2012
VOID,568,IA02,2012
UNRESOLVED,350,ID01,2012
VOID,423,MD05,2012
VOID,462,PA12,2012
VOID,393,MS01,2012
DISQUALIFIED,458,FL02,2012
VOID,0,GA13,2012
ACCEPTED,639,VA11,2012
VOID,0,OK05,2012
VOID,366,MO01,2012
UNRESOLVED,528,NY10,2012
UNRESOLVED,0,MD04,2012
UNRESOLVED,0,HI01,2012
UNRESOLVED,459,VA03,2012
ACCEPTED,436,IL08,2012
UNRESOLVED,403,OK05,2012
ACCEPTED,578,PA16,2012
VOID,452,LA03,2012
VOID,420,OK05,2012
UNRESOLVED,420,GA01,2012
UNRESOLVED,529,GA13,2012
VOID,0,KY02,2012
VOID,0,VA02,2012
VOID,470,TN05,2012
VOID,0,KS03,2012
UNRESOLVED,458,VA03,2012
UNRESOLVED,0,NY03,2012
VOID,0,MS01,2012
VOID,485,GA12,2012
UNRESOLVED,469,GA12,2012
VOID,494,MA06,2012
DISQUALIFIED,412,TX16,2012
UNRESOLVED,585,VA05,2012
ACCEPTED,575,VA11,2012
VOID,0,AL01,2012
VOID,465,TX24,2012
UNRESOLVED,0,MD04,2012
UNRESOLVED,0,TN09,2012
VOID,507,OH12,2012
VOID,0,AR04,2012
ACCEPTED,648,TX30,2012
UNRESOLVED,397,NY23,2012
VOID,500,IL01,2012
DECLINED,482,IL03,2012
UNRESOLVED,391,GA13,2012
UNRESOLVED,0,MD01,2012
VOID,0,GA13,2012
VOID,607,TX24,2012
UNRESOLVED,376,GA05,2012
UNRESOLVED,590,TN09,2012
UNRESOLVED,464,VA05,2012
VOID,392,LA03,2012
DISQUALIFIED,497,IL01,2012
VOID,0,CT03,2012
VOID,0,GA07,2012
VOID,0,GA12,2012
VOID,596,KS01,2012
VOID,375,CA37,2012
VOID,0,NJ10,2012
UNRESOLVED,495,FL03,2012
UNRESOLVED,489,TX31,2012
UNRESOLVED,376,PA15,2012
VOID,393,DEAL,2012
ACCEPTED,536,NY05,2012
VOID,0,MD07,2012
VOID,0,MD04,2012
UNRESOLVED,368,FL02,2012
UNRESOLVED,355,OH02,2012
ACCEPTED,550,VA04,2012
VOID,364,TX31,2012
VOID,337,LA06,2012
UNRESOLVED,504,NY20,2012
ACCEPTED,522,AL01,2012
VOID,0,OH11,2012
UNRESOLVED,339,GA05,2012
ACCEPTED,575,NC02,2012
VOID,533,TX16,2012
UNRESOLVED,429,NC05,2012
UNRESOLVED,0,TX30,2012
UNRESOLVED,401,MD05,2012
VOID,0,CA28,2012
VOID,0,MI12,2012
UNRESOLVED,380,NJ03,2012
UNRESOLVED,563,IN07,2012
UNRESOLVED,497,FL01,2012
UNRESOLVED,464,AR02,2012
DISQUALIFIED,463,MD03,2012
VOID,0,NE02,2012
ACCEPTED,511,FL24,2012
VOID,331,CA09,2012
UNRESOLVED,0,NY18,2012
VOID,0,TX23,2012
VOID,516,AKAL,2012
DISQUALIFIED,474,NC09,2012
DISQUALIFIED,530,TX18,2012
ACCEPTED,570,MI09,2012
DISQUALIFIED,538,NY08,2012
UNRESOLVED,583,CA36,2012
UNRESOLVED,417,TX20,2012
VOID,523,SC01,2012
UNRESOLVED,0,MI03,2012
UNRESOLVED,478,AL02,2012
UNRESOLVED,0,NY17,2012
VOID,413,OK04,2012
DISQUALIFIED,566,NY08,2012
DECLINED,521,CT03,2012
DECLINED,540,CT03,2012
UNRESOLVED,414,AL02,2012
DISQUALIFIED,532,CT01,2012
VOID,431,WA09,2012
UNRESOLVED,503,VA01,2012
UNRESOLVED,515,TX16,2012
UNRESOLVED,0,VA05,2012
UNRESOLVED,380,IL01,2012
ACCEPTED,451,CA32,2012
UNRESOLVED,0,VA05,2012
UNRESOLVED,471,TN09,2012
UNRESOLVED,0,TX31,2012
DISQUALIFIED,510,GUAL,2012
UNRESOLVED,510,NJ02,2012
VOID,0,MD01,2012
VOID,0,LA04,2012
UNRESOLVED,0,OH12,2012
ACCEPTED,655,TX18,2012
UNRESOLVED,537,CA33,2012
UNRESOLVED,0,FL25,2012
UNRESOLVED,0,VA03,2012
UNRESOLVED,456,GA05,2012
UNRESOLVED,0,NY03,2012
UNRESOLVED,387,MI07,2012
UNRESOLVED,387,MI13,2012
UNRESOLVED,551,CA14,2012
DISQUALIFIED,534,WI04,2012
VOID,395,FL24,2012
UNRESOLVED,400,OH11,2012
VOID,471,CA04,2012
UNRESOLVED,411,SC01,2012
DECLINED,580,TX03,2012
VOID,467,NC13,2012
UNRESOLVED,536,FL03,2012
DISQUALIFIED,479,WV01,2012
DISQUALIFIED,479,GA04,2012
VOID,463,SC05,2012
DISQUALIFIED,457,IN08,2012
UNRESOLVED,621,TN01,2012
UNRESOLVED,344,NC12,2012
UNRESOLVED,541,GA13,2012
VOID,502,IL05,2012
UNRESOLVED,458,MD02,2012
UNRESOLVED,388,VA10,2012
UNRESOLVED,0,NC01,2012
DISQUALIFIED,551,LA03,2012
VOID,0,SC01,2012
UNRESOLVED,326,NC03,2012
UNRESOLVED,0,MI11,2012
UNRESOLVED,0,SC06,2012
UNRESOLVED,575,MD04,2012
UNRESOLVED,542,GA04,2012
UNRESOLVED,460,TX31,2012
VOID,0,PA06,2012
UNRESOLVED,440,GA05,2012
VOID,257,IL01,2012
ACCEPTED,521,NY19,2012
UNRESOLVED,0,UT01,2012
DISQUALIFIED,458,TX26,2012
UNRESOLVED,389,MA08,2012
UNRESOLVED,0,MD08,2012
UNRESOLVED,554,NC02,2012
ACCEPTED,526,OH11,2012
VOID,443,GA05,2012
UNRESOLVED,288,VA01,2012
VOID,312,NC08,2012
UNRESOLVED,418,NC01,2012
VOID,358,OH11,2012
VOID,524,VA05,2012
UNRESOLVED,464,IL02,2012
VOID,0,MO01,2012
UNRESOLVED,0,NJ03,2012
DISQUALIFIED,548,MI13,2012
DISQUALIFIED,416,AKAL,2012
DECLINED,465,CA18,2012
VOID,313,AR04,2012
UNRESOLVED,539,NC08,2012
UNRESOLVED,0,VA05,2012
UNRESOLVED,414,TX22,2012
VOID,447,TX02,2012
VOID,431,GA08,2012
VOID,0,MI14,2012
VOID,462,VA03,2012
UNRESOLVED,0,MI04,2012
VOID,281,IL07,2012
UNRESOLVED,0,GA02,2012
UNRESOLVED,452,MO03,2012
VOID,417,GA01,2012
VOID,519,GA11,2012
UNRESOLVED,469,CA25,2012
UNRESOLVED,494,GA01,2012
DISQUALIFIED,441,MA05,2012
UNRESOLVED,0,WI04,2012
UNRESOLVED,535,TX25,2012
UNRESOLVED,518,TX25,2012
UNRESOLVED,0,LA04,2012
UNRESOLVED,0,AL07,2012
VOID,540,KS02,2012
VOID,363,LA05,2012
UNRESOLVED,0,MD04,2012
VOID,0,FL01,2012
VOID,0,AL01,2012
VOID,0,TX20,2012
VOID,440,FL06,2012
VOID,0,FL02,2012
VOID,0,CO05,2012
ACCEPTED,605,GA01,2012
DISQUALIFIED,573,OH01,2012
VOID,495,TX20,2012
VOID,0,LA03,2012
VOID,0,AZ07,2012
VOID,600,NY19,2012
UNRESOLVED,0,CA35,2012
UNRESOLVED,488,GA03,2012
UNRESOLVED,421,TX18,2012
UNRESOLVED,0,MI13,2012
DISQUALIFIED,507,VA01,2012
ACCEPTED,496,OH07,2012
UNRESOLVED,523,GA04,2012
VOID,0,TN03,2012
VOID,0,LA04,2012
VOID,0,VA08,2012
VOID,0,FL05,2012
UNRESOLVED,0,NC15,2012
UNRESOLVED,0,MS01,2012
VOID,0,OK05,2012
UNRESOLVED,446,MI08,2012
UNRESOLVED,0,NJ09,2012
DISQUALIFIED,405,GA07,2012
VOID,0,MD05,2012
ACCEPTED,578,IL01,2012
UNRESOLVED,0,TX01,2012
UNRESOLVED,0,NY01,2012
DECLINED,589,AZ04,2012
UNRESOLVED,530,TN09,2012
ACCEPTED,538,GA01,2012
UNRESOLVED,0,TX18,2012
VOID,556,AL03,2012
UNRESOLVED,0,GA01,2012
UNRESOLVED,450,LA07,2012
ACCEPTED,479,SC02,2012
VOID,0,FL02,2012
VOID,535,OH01,2012
UNRESOLVED,0,IL01,2012
VOID,380,NC12,2012
ACCEPTED,553,OH04,2012
VOID,400,WA09,2012
ACCEPTED,500,NC11,2012
ACCEPTED,605,VA03,2012
UNRESOLVED,423,GA03,2012
UNRESOLVED,451,GA03,2012
UNRESOLVED,0,IL11,2012
DISQUALIFIED,444,GA05,2012
UNRESOLVED,489,MD05,2012
UNRESOLVED,0,MD07,2012
UNRESOLVED,0,AL07,2012
ACCEPTED,586,CA45,2012
ACCEPTED,601,VA03,2012
VOID,564,TX09,2012
VOID,581,GA07,2012
VOID,477,LA06,2012
VOID,325,FL20,2012
ACCEPTED,542,CA26,2012
ACCEPTED,519,CA26,2012
VOID,409,VA08,2012
UNRESOLVED,0,AL01,2012
VOID,405,IL14,2012
VOID,489,NC03,2012
VOID,0,FL23,2012
VOID,377,FL19,2012
ACCEPTED,539,AR03,2012
UNRESOLVED,0,FL01,2012
UNRESOLVED,0,FL01,2012
VOID,0,TX14,2012
VOID,577,VA01,2012
VOID,0,OH13,2012
VOID,467,FL07,2012
UNRESOLVED,489,FL01,2012
UNRESOLVED,0,GA11,2012
DISQUALIFIED,452,MA03,2012
UNRESOLVED,359,IL07,2012
VOID,0,VIAL,2012
UNRESOLVED,622,IN01,2012
DISQUALIFIED,442,GA11,2012
VOID,587,CA27,2012
UNRESOLVED,0,MD01,2012
