id,date,country,city,perp_group,fatalities,injured,target_type,region,attack_type,weapon_type,links,summary,taggedTopic
200812060006,2008-12-06,Iraq,Baghdad,Unknown,0,2,Private Citizens & Property,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200812060006,"On Saturday morning, at about 1500,  in the al Qahirah neighborhood of the 'Azamiyah district of Baghdad, Iraq, assailants detonated a roadside improvised explosive device (IED), wounding two civilians. There was no damage caused by the blast and no group claimed responsibility.",ied
200812040033,2008-12-04,Russia,Ordzhonikidzevskaya,Unknown,0,0,Business,Eastern Europe,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200812040033,"On Thursday, in Ordzhonikidzevskaya, Ingushetiya, Russia, an improvised explosive device (IED) placed in a gambling hall exploded, causing heavy damage but no casualties. The bomb was planted in the basement of the slot machine hall. No group claimed responsibility.",ied
200812040031,2008-12-04,Russia,Khasavyurt,Unknown,1,0,Private Citizens & Property,Eastern Europe,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200812040031,"On Thursday morning, at about 0225, in Khasavyurt, Dagestan, Russia, an improvised explosive device (IED) exploded, killing a street cleaner, Aishat Nazhmudinova. The attack occurred at the crossroads of the Magidov and Gorky streets. The bomb was stuffed with incapacitation elements and was as powerful as 400 grams of TNT. No group claimed responsibility.",ied
200812040017,2008-12-04,Philippines,Kalawag,Jemaah Islamiya (JI) (suspected),0,0,Utilities,Southeast Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200812040017,"On Thursday evening at around 2005, in Isulan, Sultan Kudarat, Philippines, assailants detonated an improvised explosive device (IED) near the Sukelco Substation of the Sultan Kudarat Electric Cooperative along the national highway in Barangay Kalawag, causing major damage to the perimeter fence of the installation. No casualties were reported. This is one of two linked bombings. Five minutes earlier, in Isulan, Sultan Kudarat, Philippines, assailants detonated an improvised explosive device (IED) outside the Mercury Drugstore in the town's plaza; wounding six civilians and vendors and damaging the market. The victims, identified as Rowena Durana (38), Diego Sitti Honorata (46),  Ramil Noblieza (25), Aileen Ancatan (33), Rey Tacuyan (21), and Jean Uloy (21), were brought to the Sultan Kudarat Provincial Hospital for treatment. No group claimed responsibility, although police blamed Basit Usman, an alleged member of the international terror group Jemaah Islamiyah (JI) for the bombings.",ied
200812040002,2008-12-04,Iraq,Baghdad,Unknown,0,4,Government (General),Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200812040002,"On Thursday afternoon, at about 1500, on Nidhal Street in the central Bab of Sharqi neighborhood, Ar Rusafa district, Baghdad, Iraq, assailants detonated a magnetic improvised explosive device (IED) attached to a Communications Ministry vehicle. The blast wounded three government employees and one civilian and caused an unspecified amount of damage to the vehicle. There was no motive reported and no group has claimed responsibility.",ied
200812010031,2008-12-01,Russia,Biryulyovo Zapadnoye,Unknown,0,2,Religious Figures/Institutions,Eastern Europe,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200812010031,"On Monday evening, at 1840, in Moscow, Moskva, Russia, an improvised explosive device (IED) placed in a church exploded, injuring two women and causing slight damage to the church. Witnesses saw two young people of Slav appearance, aged 10 t0 17, enter the church and place the bag with the bomb in it on the floor and then walk out. No group claimed responsibility.",ied
200812010027,2008-12-01,Iraq,Baghdad,Islamic State of Iraq (ISI) (suspected),17,46,Police,Middle East & North Africa,Bombing/Explosion,"Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200812010027,"On Monday, at about 1300, on Eastern West Bank and Gaza Strip Street in Ar Rusafa district of Baghdad, Iraq, a suicide bomber detonated a ball-bearing packed explosive vest he was wearing in a crowd of police recruits leaving from classes at the Baghdad Police Academy.  One minute later, a separate suicide bomber detonated his vehicle-borne improvised explosive device (VBIED) targeting first responders.  In total, 11 police recruits and five police officers were killed, 35 police recruits and 11 police officers were wounded, and several cars, two minivans, and the police academy entrance were damaged.  No group claimed responsibility, although the United States military blamed the Islamic State of Iraq (ISI).",ied
200812010021,2008-12-01,Pakistan,Matta district,Unknown,0,0,Transportation,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200812010021,"On Monday, assailants detonated an improvised explosive device (IED) targeting a bridge in the Khariri area, in Matta, North-West Frontier, Pakistan. The IED attack damaged the bridge. No casualties were reported and no group claimed responsibility.",ied
200812010013,2008-12-01,Philippines,Kabacan,Unknown,0,0,Religious Figures/Institutions,Southeast Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200812010013,"On Monday, members of the 603rd Explosive Ordnance Disposal team defused a bomb that was planted in front of the Iglesia ni Cristo (INC) church in Kabacan, North Cotabato province, Philippines. The improvised explosive device (IED), fashioned from a rocket propelled grenade (RPG) attached with timer and a blasting cap, was discovered by a bystander who happened to pass by the area around 0610. The IED had placed in a plastic container. This was the third time that the bomb experts found an IED in Kabacan, particularly in front of the INC house of worship. No group claimed responsibility.",ied
200812010003,2008-12-01,Turkey,Istanbul,Kurdistan Workers' Party (PKK),0,6,Government (General),Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200812010003,"On Monday afternoon, at 1445, in Sisli, Istanbul, Turkey, assailants detonated an improvised explosive device (IED) at the office of the Justice and Development Party (AKP), wounding four police officers, two AKP employees, and damaging the building. The Kongra-Gel (KGK, PKK, TAK, KADEK, HPG)-affiliated Revolutionary Headquarters claimed responsibility. The bomb was allegedly a parcel bomb.",ied
200811200024,2008-11-20,Iraq,Baghdad,Unknown,0,3,Business,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200811200024,"On Thursday, in Baghdad, Iraq, assailants detonated an improvised explosive device (IED) magnetically attached to a vehicle belonging to the presidential guards, wounding three government employees and damaging one vehicle. No group claimed responsibility.",ied
200811200006,2008-11-20,Afghanistan,Dwahmande,Taliban,9,16,Unknown,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200811200006,"On Thursday, a suicide truck bomb exploded outside a government compound in Dowmand District of Khost Province in eastern Afghanistan, killing eight and injuring 16 others, including two US troops. The suicide attacker was trying to drive a Corolla vehicle filled with explosives into an administrative building but was prevented by the police at the gate which is where the explosion happened. The Taliban have claimed responsibility for the attack and said that a number of US and Afghan soldiers were killed in the incident.",ied
200811120024,2008-11-12,Afghanistan,Qaysar,Unknown,4,0,Unknown,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200811120024,"On Wednesday, assailants detonated an improvised explosive device targeting a group of children grazing their animals, killing four children in Qeysar, Faryab, Afghanistan. No group claimed responsibility.",ied
200811110015,2008-11-11,Iraq,Baghdad,Unknown,3,17,Private Citizens & Property,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200811110015,"On Tuesday morning, insurgents detonated two roadside improvised explosive devices (IED) in Mustansiryah Square in the Ar Rusafa district of Baghdad, Iraq. The IEDs exploded near a line of newspaper vendors waiting for the morning newspaper delivery, killing three vendors, wounding 17 others, and damaging a delivery truck and several stores. There was no motive reported for the attack and no group claimed responsibility.",ied
200811090006,2008-11-09,Pakistan,Sui,Baloch Liberation Army (BLA),2,5,Unknown,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200811090006,"On Sunday morning at about 0600, in Sui Bazaar, Sui, Balochistan, Pakistan, assailants detonated a remote-controlled vehicle-borne improvised explosive device killing two civilians, injuring five others, damaging several nearby residences, and at least one shop.  The bomb was planted on a motorcycle. The Balochistan Liberation Army (BLA) claimed responsibility.",ied
200810280024,2008-10-28,Iraq,Baghdad,Unknown,0,4,Private Citizens & Property,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200810280024,"On Tuesday,  four civilians were injured by a roadside bomb explosion in Baghdad's central district of Nahdha. No group claimed responsibility for the attack.",ied
200810210009,2008-10-21,West Bank and Gaza Strip,Khan Yunis,Unknown,0,0,Private Citizens & Property,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200810210009,"On Tuesday, unknown individuals planted an improvised explosive device at the home of Hamas Izz Al Din Al Qassam Brigades leader Amjad Abu An Naja in the Ma’in neighborhood of Khan Yunis, Gaza Strip, but were intercepted by Al Qassam gunmen before they could successfully carry out the attack. The attackers planned to detonate the bomb by using a cell phone. The Al Qassam spokesperson accused ""fifth columnists"" of attempting to fan the flames of the intra-Palestinian rivalry in order to throw off the Egyptian-sponsored reconciliation effort. No one claimed responsibility for the attempt. There were no reported casualties.""",ied
200810200008,2008-10-20,Russia,Gubden,Unknown,0,0,Private Citizens & Property,Eastern Europe,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200810200008,"On Monday night at 0105, unidentified rebels threw two improvised explosive devices into the yard of the NVF leader Magomed Bagabova in Gibden, Karabudakhkentsky District, Dagestan, Russia. No casualties or damages were reported as the IEDs did not explode. No claim of responsibility was made for the bombing.",ied
200810200006,2008-10-20,Iraq,Baghdad,Unknown,2,7,Transportation,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200810200006,"On Monday, a roadside bomb struck a double-decker bus in Baghdad, Iraq, killing two people and wounding seven others. Iraqi police and hospital officials said the bus was carrying employees of Iraq's Housing Ministry through the Shiite-dominated neighborhood of Mashtal in the eastern part of the city when the blast occurred. No one claimed responsibility for the attack.",ied
200810190009,2008-10-19,Iraq,Baghdad,Unknown,2,11,Business,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200810190009,"On Sunday, a roadside bomb detonated near a fuel station in Baghdad's Za'afaraniyah neighborhood, Iraq, killing two civilians and injuring 11 people, including two traffic policemen. The powerful blast damaged several nearby civilian cars. No one claimed responsibility.",ied
200810170002,2008-10-17,Iraq,Mosul,Unknown,1,0,Private Citizens & Property,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200810170002,"On Friday, an improvised explosive device detonated near a civilian's house in the Al Rashidiya area of northern Mosul, Iraq, killing one civilian and wounding another. No one claimed responsibility for this attack.",ied
200810090010,2008-10-09,Iraq,Adhaim,Unknown,4,5,Terrorists/Non-state Militia,Middle East & North Africa,Assassination,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200810090010,"On Thursday morning at about 0730, near Adhaim, Diyala, Iraq, assailants detonated a roadside improvised explosive device near a minibus carrying a local Sahwa Council leader and his family, killing the paramilitary member, his son, daughter and nephew, wounding four other family members and one child, and damaging their vehicle.  No group claimed responsibility.",ied
200809280031,2008-09-28,Ethiopia,Jijiga,Unknown,4,22,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200809280031,"On Sunday, at about 1000, in Jijiga, Sumale, Ethiopia, an improvised explosive device (IED) exploded, killing four civilians, wounding 22 others, and damaging a hotel.  No group claimed responsibility for this attack.",ied
200809250009,2008-09-25,Myanmar,Yangon (Rangoon),Unknown,0,7,Transportation,Southeast Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200809250009,"On Thursday at 1030, a bomb was detonated at a bus stop outside the City Hall in downtown Yangon, Myanmar.  Up to seven civilians were injured in the bombing and the bus stop area was damaged.  No claim of responsibility has yet to be issued for the attack.  At 11:40 AM, police defused a second IED located about 10 feet from the first device.  No group claimed responsibility.",ied
200809210017,2008-09-21,Pakistan,Rahimabad,Unknown,0,5,Utilities,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200809210017,"On Sunday morning, assailants detonated an improvised explosive device (IED) near a power grid station in Rahimabad, North-West Frontier, Pakistan, wounding one child, four civilians, and damaging the grid station.  No group claimed responsibility.",ied
200809190023,2008-09-19,Pakistan,Hangu,Unknown,0,0,Utilities,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200809190023,"On Friday, in Hangu, North-West Frontier, Pakistan, assailants remotely detonated an improvised explosive device (IED) near electric pylons, damaging two pylons but causing no injuries.  The damage resulted in a power disruption to nearby villages.  No group claimed responsibility.",ied
200809130022,2008-09-13,India,New Delhi,"Indian Mujahideen (suspected),Lashkar-e-Taiba (LeT) (suspected),Students Islamic Movement of India (SIMI) (suspected)",0,0,"Private Citizens & Property,Private Citizens & Property",South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200809130022,"On Saturday evening after 1838, at least 21 Indian Mujahideen insurgents planted an improvised explosive device at India Gate, a World War I monument, in New Delhi, Delhi, India. Police, however, located and safely defused the bomb preventing any casualties from occurring. This was part of a serial bombing attack in which five additional IEDs detonated in crowded markets and tourist areas in New Delhi killing a total 241 civilians and wounding at least 63 others. The Indian Mujahideen claimed responsibility for the incident although Indian police stated that the serial bombings were perpetrated by the IM and the Students of Islamic Movement of India (SIMI), with support from Lashkar-e-Tayyiba (LeT). On 09/19/2008 on Friday, police arrested one suspected perpetrator, killed two in a gunfight while two others who were also suspected of carrying out the attacks managed to escape. Several months later on 04/22/2009 on Wednesday, a court in Delhi issued non-bailable warrants against 16 suspected IM militants, including its founder Amir Raza Khan, for their involvement in the serial bombing attacks.",ied
200809130017,2008-09-13,India,New Delhi,"Indian Mujahideen (suspected),Lashkar-e-Taiba (LeT) (suspected),Students Islamic Movement of India (SIMI) (suspected)",0,0,"Business,Private Citizens & Property",South Asia,Bombing/Explosion,"Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite",http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200809130017,"On Saturday evening after 1838, at least Indian Mujahideen insurgents planted thee improvised explosive devices (IEDs) at a movie theater and a children's park near a tourist attraction in New Delhi, Delhi, India. Police, however, located and safely defused the bombs preventing any casualties from occurring. This was part of a serial bombing attack in which five additional IEDs detonated in crowded markets and tourist areas in New Delhi killing a total 24 civilians and wounding at least 63 others. The Indian Mujahideen claimed responsibility for the incident although Indian police stated that the serial bombings were perpetrated by the IM and the Students of Islamic Movement of India (SIMI), with support from Lashkar-e-Tayyiba (LeT). On 09/19/2008 on Friday, police arrested one suspected perpetrator, killed two in a gunfight while two others who were also suspected of carrying out the attacks managed to escape. Several months later on 04/22/2009 on Wednesday, a court in Delhi issued non-bailable warrants against 16 suspected IM militants, including its founder Amir Raza Khan, for their involvement in the serial bombing attacks.",ied
200809130015,2008-09-13,India,New Delhi,"Indian Mujahideen (suspected),Lashkar-e-Taiba (LeT) (suspected),Students Islamic Movement of India (SIMI) (suspected)",6,12,"Transportation,Private Citizens & Property",South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200809130015,"On Saturday evening, between 1815 and 1838, at least 21 Indian Mujahideen (IM) insurgents detonated five improvised explosive devices (IEDs) in crowded markets and tourist areas in New Delhi, Delhi province, India. The bomb blasts killed a total 24 civilians, wounded at least 63 others and damaged several shops and vehicles and one subway station. The second explosion occurred at a subway terminal at Connaught Place killing six civilians, wounding 12 others and damaging the subway station. Authorities later found and safely defused four more IEDs planted by IM insurgents in New Delhi. The Indian Mujahideen claimed responsibility for the incident although Indian police stated that the serial bombings were perpetrated by the IM and the Students of Islamic Movement of India (SIMI), with support from Lashkar-e-Tayyiba (LeT). On 09/19/2008 on Friday, police arrested one suspected perpetrator, killed two in a gunfight while two others who were also suspected of carrying out the attacks managed to escape. Several months later on 04/22/2009 on Wednesday, a court in Delhi issued non-bailable warrants against 16 suspected IM militants, including its founder Amir Raza Khan, for their involvement in the serial bombing attacks.",ied
200809130014,2008-09-13,India,New Delhi,"Indian Mujahideen (suspected),Lashkar-e-Taiba (LeT) (suspected),Students Islamic Movement of India (SIMI) (suspected)",0,0,"Private Citizens & Property,Private Citizens & Property",South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200809130014,"On Saturday evening between 1815 and 1838, at least 21 Indian Mujahideen (IM) insurgents detonated five improvised explosive devices (IEDs) in crowded markets and tourist areas in New Delhi, Delhi province, India. The bomb blasts killed a total 24 civilians, wounded at least 63 others and damaged several shops and vehicles and one subway station. The fifth explosion occurred at M Block of Greater Kailash-1 Market, however no casualties were reported. Authorities later found and safely defused four more IEDs planted by IM insurgents in New Delhi. The Indian Mujahideen claimed responsibility for the incident although Indian police stated that the serial bombings were perpetrated by the IM and the Students of Islamic Movement of India (SIMI), with support from Lashkar-e-Tayyiba (LeT). On 09/19/2008 on Friday, police arrested one suspected perpetrator, killed two in a gunfight while two others who were also suspected of carrying out the attacks managed to escape. Several months later on 04/22/2009 on Wednesday, a court in Delhi issued non-bailable warrants against 16 suspected IM militants, including its founder Amir Raza Khan, for their involvement in the serial bombing attacks.",ied
200809130013,2008-09-13,India,New Delhi,"Indian Mujahideen (suspected),Lashkar-e-Taiba (LeT) (suspected),Students Islamic Movement of India (SIMI) (suspected)",0,0,"Private Citizens & Property,Private Citizens & Property",South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200809130013,"On Saturday evening, between 1815 and 1838, at least 21 Indian Mujahideen (IM) insurgents detonated five improvised explosive devices (IEDs) in crowded markets and tourist areas in New Delhi, Delhi province, India. The bomb blasts killed a total 24 civilians, wounded at least 63 others and damaged several shops and vehicles and one subway station. The fourth explosion occurred at M Block of Greater Kailash-1 Market, however no casualties were reported. Authorities later found and safely defused four more IEDs planted by IM insurgents in New Delhi. The Indian Mujahideen claimed responsibility for the incident although Indian police stated that the serial bombings were perpetrated by the IM and the Students of Islamic Movement of India (SIMI), with support from Lashkar-e-Tayyiba (LeT). On 09/19/2008 on Friday, police arrested one suspected perpetrator, killed two in a gunfight while two others who were also suspected of carrying out the attacks managed to escape. Several months later on 04/22/2009 on Wednesday, a court in Delhi issued non-bailable warrants against 16 suspected IM militants, including its founder Amir Raza Khan, for their involvement in the serial bombing attacks.",ied
200809130012,2008-09-13,India,New Delhi,"Indian Mujahideen (suspected),Lashkar-e-Taiba (LeT) (suspected),Students Islamic Movement of India (SIMI) (suspected)",5,11,"Business,Private Citizens & Property",South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200809130012,"On Saturday evening between 1815 and 1838, at least 21 Indian Mujahideen (IM) insurgents detonated five improvised explosive devices (IEDs) in crowded markets and tourist areas in New Delhi, Delhi province, India. The bomb blasts killed a total 24 civilians, wounded at least 63 others and damaged several shops and vehicles and one subway station. The third explosion occurred at Connaught Place Park killing five civilians and wounding 11 others. Authorities later found and safely defused four more IEDs planted by IM insurgents in New Delhi. The Indian Mujahideen claimed responsibility for the incident although Indian police stated that the serial bombings were perpetrated by the IM and the Students of Islamic Movement of India (SIMI), with support from Lashkar-e-Tayyiba (LeT). On 09/19/2008 on Friday, police arrested one suspected perpetrator, killed two in a gunfight while two others who were also suspected of carrying out the attacks managed to escape. Several months later on 04/22/2009 on Wednesday, a court in Delhi issued non-bailable warrants against 16 suspected IM militants, including its founder Amir Raza Khan, for their involvement in the serial bombing attacks.",ied
200809130001,2008-09-13,India,New Delhi,"Indian Mujahideen,Lashkar-e-Taiba (LeT),Students Islamic Movement of India (SIMI)",13,40,"Private Citizens & Property,Private Citizens & Property",South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200809130001,"On Saturday evening at 1815, at least 21 Indian Mujahideen (IM) insurgents detonated five improvised explosive devices (IEDs) in crowded markets and tourist areas in New Delhi, Delhi province, India. The bomb blasts killed a total 24 civilians, wounded at least 63 others and damaged several shops and vehicles and one subway station. The first explosion occurred near a parking lot at Karol Bagh's Garrar Market, killing 13 civilians, wounding 40 others and causing substantial damage to the marketplace. Authorities later found and safely defused four more IEDs planted by IM insurgents in New Delhi. The Indian Mujahideen claimed responsibility for the incident although Indian police stated that the serial bombings were perpetrated by the IM and the Students of Islamic Movement of India (SIMI), with support from Lashkar-e-Tayyiba (LeT). On 09/19/2008 on Friday, police arrested one suspected perpetrator, killed two in a gunfight while two others who were also suspected of carrying out the attacks managed to escape. Several months later on 04/22/2009 on Wednesday, a court in Delhi issued non-bailable warrants against 16 suspected IM militants, including its founder Amir Raza Khan, for their involvement in the serial bombing attacks.",ied
200809100015,2008-09-10,Pakistan,Sariab,Unknown,0,0,Transportation,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200809100015,"On Wednesday, assailants detonated an improvised explosive device (IED) targeting railroad tracks in Sariab, Balochistan, Pakistan damaging the tracks but causing no injuries.  No group claimed responsibility.",ied
200809090003,2008-09-09,Myanmar,Yangon (Rangoon),Unknown,0,3,Transportation,Southeast Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200809090003,"On Tuesday before 1100, an improvised explosive device was detontated on a bus at a busy intersection in Yangon, Myanmar, wounding three civilians and damaging the bus. No group has claimed responsibility.",ied
200809070016,2008-09-07,Pakistan,Nasirabad,Unknown,0,2,Private Citizens & Property,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200809070016,"On Sunday, assailants detonated an improvised explosive device (IED) targeting two civilians in Nasirabad, Balochistan, Pakistan, wounding both of them.  No group claimed responsibility for the attack.",ied
200809010024,2008-09-01,Thailand,Bangkok,Unknown,0,0,Police,Southeast Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200809010024,"On Monday, at about 0115 hrs, in Bangkok, Krung Thep Mahanakhon, Thailand, an improvised explosive device (IED) placed inside a police booth exploded, damaging the booth but causing no injuries.  No group claimed responsibility.",ied
200808260015,2008-08-26,Algeria,NA,Unknown,0,0,Military,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200808260015,"On Tuesday, at an unspecified time, an IED was found by the side of a road in an unspecified location in Boumerdes province, Algeria. The device was rendered safe by soldiers. There were no reported casualties. There were no claims of responsibility.",ied
200808140035,2008-08-14,Philippines,Balas,Moro Islamic Liberation Front (MILF) (suspected),0,0,Utilities,Southeast Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200808140035,"On Thursday, in Sitio Balas, Barangay Tacupan, Cotabato, Philippines, assailants detonated two improvised explosive devices (IED) made from 60mm projectiles, damaging two electrical transmission towers but causing no casualties.  Four more IEDs made from 60mm projectiles were later found and defused. No group claimed responsibility, although authorities suspected the Moro Islamic Liberation Front (MILF) was responsible.",ied
200808130024,2008-08-13,China,Qinhuangdao,Unknown,2,0,Business,East Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200808130024,"On Wednesday, at an unknown time, in Beijing, China, a suspected improvised explosive device reportedly functioned in a building in the Qinhuangdao economic and technological development zone. Two people were reportedly killed in the incident. Olympic organizers stated that the incident was related to production activities. The two people killed are thought to have worked for the Changpu company. There were no claims of responsibility.",ied
200808090007,2008-08-09,China,Laoximen,Unknown,0,0,Police,East Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200808090007,"On Saturday, at an unspecified time, in Shanghai, China, an improvised explosive device was recovered from outside the Shanghai Public Security Bureau. The device was found on a vehicle parked outside the bureau. It was not clear who was responsible. There were no reported casualties.",ied
200808070016,2008-08-07,Bulgaria,Varna,Unknown,0,0,Business,Eastern Europe,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200808070016,"On Thursday, at around 0400, in Varna, Bulgaria, two IEDs detonated in front of two supermarkets. There were no claims of responsibility. There were no reported casualties.",ied
200808010017,2008-08-01,Myanmar,NA,Unknown,0,0,Government (General),Southeast Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200808010017,"On Friday, an IED functioned against a phone operators' office in Mudon, Mon, Myanmar. Nobody claimed the responsibiility. There were no reported casualties.",ied
200807250023,2008-07-25,Pakistan,Kabal,Unknown,0,0,Educational Institution,South Asia,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200807250023,"On Friday morning, in Totano Bandai, Kabal, North-West Frontier, Pakistan, assailants detonated an improvised explosive device targeting a school, damaging the school and three residences but causing no injuries. Ten suspects have been arrested in connection to the attack. No group claimed responsibility. This is one of three related attacks.",ied
200807170021,2008-07-17,Greece,Piraeus,Unknown,0,0,Police,Western Europe,Facility/Infrastructure Attack,Incendiary,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200807170021,"On Thursday morning, in Piraeus, Attiki, Greece, assailants threw Molotov cocktails and detonated firebombs at a police station, damaging the building, five police vehicles, and six other vehicles but causing no casualties. No motive was reported and no group claimed responsibility.",ied
200807160005,2008-07-16,Iraq,Iskandariyah,Unknown,0,1,Terrorists/Non-state Militia,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200807160005,"On Wednesday, an IED detonated targeting a car in al-Askandariya district, north of Hilla, injuring one Sahwa fighter. No claim of responsibility has been reported.",ied
200807140009,2008-07-14,Iraq,Baqubah,Unknown,0,3,Terrorists/Non-state Militia,Middle East & North Africa,Bombing/Explosion,Explosives/Bombs/Dynamite,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200807140009,"On Monday, three Sahwa fighters were wounded by an IED that detonated near their vehicle on a road in the village of al-Makhifa in Ba'quba. No claim of responsibility has been reported.",ied
